question_id,topic,claim_summary,reference_in_question,authoritative_source,status,risk_level,proposed_fix
TX-ROW-0009,RIGHT_OF_WAY,You are at a 4-way stop and want to turn left. A vehicle across from you arrives at the same time and wants to go straight. Who has the right-of-way? → The vehicle going straight,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0010,RIGHT_OF_WAY,You approach an intersection where the traffic signal is not working. How should you treat this intersection? → As a 4-way stop,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0011,RIGHT_OF_WAY,You see a yield sign at an intersection. What does this mean? → Slow down and give right-of-way to other vehicles and pedestrians,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0012,RIGHT_OF_WAY,"At a 4-way stop, you arrive second. The first vehicle is turning left across your path, and a third vehicle arrives after you on your right. When do you proceed? → After the first vehicle completes th",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0013,RIGHT_OF_WAY,You are turning right at an intersection. A vehicle is approaching from the left intending to turn left onto the same street. Who has the right-of-way? → The vehicle turning left from the opposite dir,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0014,RIGHT_OF_WAY,You are driving on a two-lane road and want to turn left into a driveway. Oncoming traffic is approaching. What should you do? → Yield to oncoming traffic before turning,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0015,RIGHT_OF_WAY,"When making a right turn at a red light (where permitted), what must you do first? → Come to a complete stop and yield to all traffic and pedestrians",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0016,RIGHT_OF_WAY,"At an uncontrolled intersection, you and another vehicle approach from perpendicular directions at about the same time. You are both going straight. Who yields? → You yield if the other vehicle is on ",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0017,RIGHT_OF_WAY,You are in a roundabout and want to exit. A vehicle is trying to enter. Who has the right-of-way? → You have the right-of-way while in the roundabout,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0018,RIGHT_OF_WAY,"At an intersection, you have a green light but there are vehicles still in the intersection from the previous signal cycle. What should you do? → Wait for the intersection to clear before entering",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0019,RIGHT_OF_WAY,"You are approaching an intersection where you want to turn right, and the light is green. What should you do? → Slow down, check for pedestrians and traffic, then turn when safe",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0020,RIGHT_OF_WAY,"Two vehicles arrive at a 4-way stop at the same time. One is turning right, the other is turning left. Who has the right-of-way? → The vehicle turning right",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0021,RIGHT_OF_WAY,"At an intersection with a flashing red light, how should you proceed? → Treat it as a stop sign",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0022,RIGHT_OF_WAY,"At an intersection with a flashing yellow light, what should you do? → Slow down and proceed with caution",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0023,RIGHT_OF_WAY,"You are at a 4-way stop and the vehicle on your left arrived just before you. That vehicle is going straight, and you want to turn left. Who proceeds first? → The vehicle on your left that arrived fir",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0024,RIGHT_OF_WAY,"At an intersection, you have a left turn arrow (green arrow) but pedestrians are still crossing. What should you do? → Yield to pedestrians even though you have the arrow",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0025,RIGHT_OF_WAY,"When leaving a parking lot or driveway to enter a street, who has the right-of-way? → Vehicles already on the street",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0026,RIGHT_OF_WAY,"At a complex intersection with multiple lanes, you are in a left turn lane with a green light (not an arrow). Oncoming traffic has a green light. Pedestrians are crossing the street you want to turn o",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0027,RIGHT_OF_WAY,"In a roundabout, you need to exit but a pedestrian is in the crosswalk at your exit. What should you do? → Stop and yield to the pedestrian",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0028,RIGHT_OF_WAY,"What does a green traffic light mean for your right-of-way? → You may proceed, but must yield to pedestrians and vehicles already in the intersection",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0029,RIGHT_OF_WAY,"At a 4-way stop, all four vehicles arrive at exactly the same time. How should this situation be resolved? → Drivers should make eye contact and proceed cautiously one at a time",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0030,RIGHT_OF_WAY,You approach a T-intersection where you are on the terminating street. You have a stop sign. Who has the right-of-way? → Vehicles on the through street,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0031,RIGHT_OF_WAY,A pedestrian is crossing the street at a marked crosswalk. What should you do? → Stop and yield to the pedestrian,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0032,RIGHT_OF_WAY,You see a pedestrian waiting to cross at an unmarked crosswalk at an intersection. What should you do? → Stop and allow the pedestrian to cross,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0033,RIGHT_OF_WAY,A pedestrian has a white cane or is using a guide dog. What does this indicate? → The pedestrian is blind or visually impaired and has the right-of-way,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0034,RIGHT_OF_WAY,You are turning right at an intersection and a pedestrian is crossing the street you are turning onto. The pedestrian has a 'Don't Walk' signal. Who has the right-of-way? → The pedestrian still has th,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0035,RIGHT_OF_WAY,You approach a school zone during school hours and see children crossing. What should you do? → Stop and yield to all children crossing,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0036,RIGHT_OF_WAY,"A pedestrian is crossing in the middle of the block (not at a crosswalk or intersection). Who has the right-of-way? → You have the right-of-way, but should still avoid hitting the pedestrian",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0037,RIGHT_OF_WAY,You are approaching a crosswalk where a pedestrian has just stepped off the curb on the far side of the road (multiple lanes away from you). What should you do? → Stop and yield to the pedestrian,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0038,RIGHT_OF_WAY,A bicycle is riding on the road in front of you. How should you treat this bicycle? → As a vehicle with the same rights and responsibilities,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0039,RIGHT_OF_WAY,You are turning right and there is a bicycle lane to your right. A cyclist is approaching in the bike lane. What should you do? → Yield to the cyclist before turning across the bike lane,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0040,RIGHT_OF_WAY,"A pedestrian is on the sidewalk next to the road, not attempting to cross. Do you need to yield? → No, but be prepared to stop if they enter the roadway",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0041,RIGHT_OF_WAY,"When can pedestrians cross at a red light? → Never, unless the pedestrian signal shows 'Walk'",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0042,RIGHT_OF_WAY,"You are driving on a road with a bike lane. The bike lane is to your right and there are no cyclists present. Can you drive in the bike lane? → Only when turning, merging, or parking where permitted",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0043,RIGHT_OF_WAY,"A pedestrian is crossing mid-block against a 'Don't Walk' signal. You have a green light. What should you do? → Slow or stop to avoid hitting the pedestrian, even though you have the right-of-way",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0044,RIGHT_OF_WAY,"A bicycle is traveling on the road without a bike lane. Where should the cyclist ride? → As far right as practicable, but still on the roadway",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0045,RIGHT_OF_WAY,"When passing a cyclist on the road, how much space should you give? → At least 3 feet of clearance",DL-7: Right-of-Way Rules,TX Transportation Code §545.053 (general safe distance); BikeTexas confirms no statewide 3-foot law,FAIL,P0,"Change to 'pass at a safe distance' or note that 3 feet is a recommended best practice, not Texas law. Texas is one of 15 states without a specific 3-foot passing law."
TX-ROW-0046,RIGHT_OF_WAY,You see a pedestrian with a white cane crossing at an intersection. The light turns green for you. What should you do? → Wait for the pedestrian to completely finish crossing before proceeding,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0047,RIGHT_OF_WAY,"You are approaching a crosswalk where the pedestrian signal is flashing 'Don't Walk' but no pedestrians are present. Can you turn? → Yes, if there are no pedestrians in or approaching the crosswalk",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0048,RIGHT_OF_WAY,"A cyclist is making a left turn at an intersection from the left turn lane. You are behind them. What should you do? → Wait for the cyclist to complete the turn, treating them as any other vehicle",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0049,RIGHT_OF_WAY,You see a pedestrian crossing sign warning. What does this mean? → Be alert for pedestrians crossing in this area,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0050,RIGHT_OF_WAY,"A group of pedestrians is crossing at a crosswalk. Half have crossed and are now on the other side, while the rest are still crossing. Can you proceed? → No, wait for all pedestrians to completely fin",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0051,RIGHT_OF_WAY,"Can pedestrians walk in the roadway if a sidewalk is available? → No, pedestrians must use the sidewalk when one is available",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0052,RIGHT_OF_WAY,You see a bicycle crossing warning sign. What should you do? → Be alert for cyclists crossing or entering the roadway,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0053,RIGHT_OF_WAY,A cyclist is riding in the center of a narrow lane. Can you pass them? → Only if you can change lanes completely or provide at least 3 feet of clearance,DL-7: Right-of-Way Rules,TX Transportation Code §545.053; no statewide 3-foot law,FAIL,P0,"Same as TX-ROW-0045. Change '3 feet' to 'a safe distance'. Note: 3 feet is recommended guidance, not Texas statute."
TX-ROW-0054,RIGHT_OF_WAY,You are stopped at a red light. A pedestrian starts crossing against the 'Don't Walk' signal. What should you do when your light turns green? → Wait for the pedestrian to finish crossing before procee,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0055,RIGHT_OF_WAY,A cyclist is approaching a stop sign at the same time as you. You are also at a stop sign from a different direction. Who proceeds first? → Follow normal right-of-way rules as if the cyclist is a vehi,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0056,RIGHT_OF_WAY,"If a sidewalk is not available, which side of the road should pedestrians walk on? → On the left side, facing oncoming traffic",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0057,RIGHT_OF_WAY,"At an intersection, you have a green light. A pedestrian with a white cane is crossing against the pedestrian signal, and a cyclist is making a left turn in front of you. Who has priority? → The pedes",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0058,RIGHT_OF_WAY,"You are driving on a road where there is both a bike lane and a sidewalk. Where should cyclists ride? → In the bike lane, not on the sidewalk",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0059,RIGHT_OF_WAY,You are turning into a driveway and must cross a sidewalk. Pedestrians are walking on the sidewalk. Who has the right-of-way? → Pedestrians on the sidewalk,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0060,RIGHT_OF_WAY,"A pedestrian is standing at the curb at a marked crosswalk, looking as if they want to cross. Are you required to stop? → Yes, if the pedestrian indicates intent to cross or steps into the roadway",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0061,RIGHT_OF_WAY,An emergency vehicle with flashing lights and sirens is approaching from behind. What should you do? → Pull over to the right and stop,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0062,RIGHT_OF_WAY,"You hear sirens from an emergency vehicle but don't see it. What should you do? → Slow down, be alert, and be prepared to pull over",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0063,RIGHT_OF_WAY,"An emergency vehicle is approaching with lights and sirens while you are in an intersection. What should you do? → Clear the intersection first, then pull over",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0064,RIGHT_OF_WAY,A school bus has stopped with its red lights flashing and stop sign extended. You are on the same side of the road. What must you do? → Stop at least 20 feet away and remain stopped until the bus move,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0065,RIGHT_OF_WAY,A school bus is stopped with red flashing lights on a two-lane road. You are approaching from the opposite direction. What should you do? → Stop and remain stopped until the bus moves or the lights st,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0066,RIGHT_OF_WAY,"You are on a highway separated by a median or barrier. A school bus on the other side has stopped with red lights flashing. Must you stop? → No, you may proceed with caution",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0067,RIGHT_OF_WAY,What do flashing yellow lights on a school bus indicate? → The bus is preparing to stop; slow down and prepare to stop,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0068,RIGHT_OF_WAY,"An emergency vehicle is parked on the side of the road with flashing lights. What should you do? → Move over to a non-adjacent lane if safe, or slow down to 20 mph below the speed limit",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0069,RIGHT_OF_WAY,You are at a red light and an emergency vehicle behind you has lights and sirens on. There is no room to pull to the right. What should you do? → Stay stopped and wait for the light to change or for t,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0070,RIGHT_OF_WAY,A funeral procession is passing through an intersection. The procession has a green light but you arrived at the intersection first. What should you do? → Yield to the entire funeral procession,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0071,RIGHT_OF_WAY,How can you identify a funeral procession? → Vehicles have headlights on and often have funeral flags or follow a hearse,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0072,RIGHT_OF_WAY,"Can you pass an emergency vehicle that is stopped on the side of the road with lights flashing? → Yes, but you must move over or slow down significantly",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0073,RIGHT_OF_WAY,You are on a single-lane road and an emergency vehicle approaches from behind with lights and sirens. What should you do? → Pull over to the right as far as possible and stop,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0074,RIGHT_OF_WAY,A school bus has its red lights flashing. When can you proceed? → When the red lights stop flashing and the stop sign is retracted,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0075,RIGHT_OF_WAY,"You are on a five-lane road (two lanes each direction with a center turn lane). A school bus on your side has stopped with red lights flashing. Must you stop? → Yes, all traffic on your side must stop",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0076,RIGHT_OF_WAY,A city bus is signaling to merge back into traffic from a bus stop. What should you do? → Yield and allow the bus to merge when safe,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0077,RIGHT_OF_WAY,"Can you follow closely behind an emergency vehicle with lights and sirens to get through traffic faster? → No, this is illegal and dangerous",DL-7: Right-of-Way Rules,TX Transportation Code §545.407 — applies to fire apparatus and ambulances specifically,REVIEW,P2,"Clarify that §545.407 specifically covers fire apparatus and ambulances, not all emergency vehicles. The 500-foot distance is correct for those vehicle types."
TX-ROW-0078,RIGHT_OF_WAY,You are approaching an emergency vehicle with flashing lights stopped on a two-lane road with no room to move over. What should you do? → Slow down to 20 mph below the posted speed limit,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0079,RIGHT_OF_WAY,"At an intersection, a school bus with flashing red lights is stopped on your right, an emergency vehicle with sirens is approaching from behind, and a pedestrian is in the crosswalk ahead. Who has pri",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0080,RIGHT_OF_WAY,"Can you pass a school bus that is stopped with flashing red lights on a multi-lane highway if you are in the far left lane? → No, all lanes of traffic in your direction must stop",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0081,RIGHT_OF_WAY,You want to change lanes on a highway. Who has the right-of-way? → The vehicle already in the lane you want to enter,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0082,RIGHT_OF_WAY,You are merging onto a highway from an entrance ramp. Who has the right-of-way? → Vehicles already on the highway,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0083,RIGHT_OF_WAY,"You are on a highway and see a vehicle merging from an entrance ramp. What should you do? → Maintain your speed and position, or move over if safe to help them merge",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0084,RIGHT_OF_WAY,You are on a highway and need to exit. Another vehicle is in your blind spot. Who has the right-of-way? → The vehicle in your blind spot,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0085,RIGHT_OF_WAY,Two vehicles are merging onto a highway from separate entrance ramps at the same point. Who has the right-of-way? → The vehicle that is ahead or on the right,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0086,RIGHT_OF_WAY,You are passing a slower vehicle on a two-lane highway. An oncoming vehicle appears. Who has the right-of-way? → The oncoming vehicle in its own lane,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0087,RIGHT_OF_WAY,You are entering a highway from a parking lot or driveway. Who has the right-of-way? → All vehicles already on the highway,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0088,RIGHT_OF_WAY,You see a merge warning sign on the highway. What does this indicate? → Traffic from another roadway will be merging ahead; be prepared to adjust,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0089,RIGHT_OF_WAY,You are driving on a highway and your lane is ending (forced merge). Who has the right-of-way? → Vehicles in the continuing lane,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0090,RIGHT_OF_WAY,You are on a highway entrance ramp with a yield sign. When can you merge? → Only when there is a safe gap in highway traffic,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0091,RIGHT_OF_WAY,"You are on a three-lane highway. You are in the center lane. Vehicles are merging from the right, and a vehicle on your left is signaling to move into your lane. Who has the right-of-way? → You have t",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0092,RIGHT_OF_WAY,You are exiting a highway and need to cross lanes of traffic. Who has the right-of-way? → Vehicles in the lanes you need to cross,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0093,RIGHT_OF_WAY,"On a two-lane road, you are behind a slow-moving vehicle and want to pass. There is a dashed yellow line. What should you do? → Check for oncoming traffic, and pass only if you can complete it safely ",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0094,RIGHT_OF_WAY,"You are on a highway acceleration lane (entrance ramp). The lane is about to end and you need to merge, but there is steady traffic and no gaps. What should you do? → Adjust your speed to create a gap",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0095,RIGHT_OF_WAY,You see a lane ends sign. What should you do? → Merge into the continuing lane when it is safe to do so,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0096,RIGHT_OF_WAY,You are passing a vehicle on a two-lane road. Oncoming traffic suddenly appears closer than expected. What should you do? → Abort the pass and return to your lane immediately,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0097,RIGHT_OF_WAY,You are on a highway and traffic ahead is slowing down for a vehicle entering from an entrance ramp. What should you do? → Slow down with traffic and maintain safe following distance,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0098,RIGHT_OF_WAY,You are on a two-lane highway passing a slow vehicle. Another faster vehicle behind you is tailgating. Who has the right-of-way? → You have the right-of-way to complete your pass safely before returni,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0099,RIGHT_OF_WAY,You are preparing to merge onto a highway. Should you stop on the entrance ramp? → Only if absolutely necessary; use the ramp to accelerate and merge smoothly,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0100,RIGHT_OF_WAY,"You are on a highway in heavy traffic. Your exit is coming up, but you are in the left lane and there is no gap to move right. What should you do? → Miss your exit and take the next one",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0101,RIGHT_OF_WAY,"At a 4-way stop, you arrive at the same time as another vehicle to your left. You are both turning right onto the same road. Who has the right-of-way? → You have the right-of-way since you are on the ",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0102,RIGHT_OF_WAY,You are turning left from a minor road onto a major highway. Traffic on the highway is heavy in both directions. When can you proceed? → Only when there is a sufficient gap in both directions to compl,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0103,RIGHT_OF_WAY,"You are at an intersection waiting to turn left. Your light turns yellow, then red, but you are already in the intersection. What should you do? → Complete your turn when oncoming traffic stops",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0104,RIGHT_OF_WAY,"At an intersection with a four-way flashing red light, how should you proceed? → Treat each direction as a stop sign and proceed in order of arrival",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0105,RIGHT_OF_WAY,You are in a roundabout. An emergency vehicle with lights and sirens is trying to enter. What should you do? → Exit the roundabout at the next available exit and pull over,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0106,RIGHT_OF_WAY,"At a T-intersection, you are on the through road. A vehicle on the terminating road has a stop sign. You want to turn left onto the terminating road. Who proceeds first? → You proceed first as you are",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0107,RIGHT_OF_WAY,"You are merging onto a highway. The vehicle behind you on the highway is tailgating the car in front of it. Should you merge into that gap? → No, find a safer gap with adequate following distance",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0108,RIGHT_OF_WAY,"You are at a complex intersection. You have a green left turn arrow. A pedestrian with a guide dog is crossing the street you want to turn onto, but their signal shows 'Don't Walk'. An oncoming car ru",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0109,RIGHT_OF_WAY,"You are driving on a highway in the left lane. You see a slower vehicle ahead in your lane. Do you have the right to stay in the left lane? → No, the left lane is for passing; move right after passing",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0110,RIGHT_OF_WAY,"You are on a two-lane road following a mail carrier who stops frequently. Can you pass? → Yes, if it is safe and legal to pass",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0111,RIGHT_OF_WAY,"At an uncontrolled intersection, you are turning left and another vehicle is approaching from the right going straight. Who has the right-of-way? → The vehicle on the right going straight has right-of",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0112,RIGHT_OF_WAY,You are exiting a parking garage onto a busy street. A pedestrian is walking on the sidewalk approaching your exit. Who has the right-of-way? → The pedestrian on the sidewalk,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0113,RIGHT_OF_WAY,You approach a railway crossing with flashing lights. The gates are not down yet. What should you do? → Stop and do not proceed until the lights stop flashing,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0114,RIGHT_OF_WAY,"At an intersection with a traffic light, you want to go straight and have a green light. Do you need to yield to any traffic? → Yes, yield to pedestrians in the crosswalk and vehicles already in the i",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0115,RIGHT_OF_WAY,"You are on a highway that is ending (merging into another highway). Does traffic on the continuing highway need to yield to you? → No, you must yield to traffic on the continuing highway",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0116,RIGHT_OF_WAY,"At a 4-way stop, you arrive first. As you begin to proceed, another vehicle runs the stop sign from your right. What should you do? → Stop or slow down to avoid a collision, even though you have the r",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0117,RIGHT_OF_WAY,"You see a one-way sign. A vehicle is driving the wrong way toward you. Who has the right-of-way? → You do, but avoid the collision by pulling to the right if possible",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0118,RIGHT_OF_WAY,You are in the intersection waiting to turn left. The light is green. Oncoming traffic is heavy but stops for a pedestrian in the crosswalk. The light turns yellow. What should you do? → Wait for the ,DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-ROW-0119,RIGHT_OF_WAY,"Two vehicles approach an uncontrolled intersection from perpendicular directions. Vehicle A is on a wider road, Vehicle B is on a narrow road. Who has the right-of-way? → The vehicle on the right, reg",DL-7: Right-of-Way Rules,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
